Bureau of Reclamation Hydromet System
Rating Table Expansion
Station GCL - Grand Coulee Dam, WA
Parameter AF - Reservoir Storage - Acre-Feet
Table Description: October 1977 Table 
Units are: AF 
Dependent Variable: Forebay Elevation - Feet - Hourly Average
Interpolation Type: Storage from Linear Res Area 
Rating shift adjustments have NOT been applied to this table. 
Table Edit Date: 8-DEC-2006 15:17
Today's Date: 28-FEB-2013 15:46 


 BEGIN TABLE
 FT   ,AF   
 1284.54, 4745737
 1284.55, 4746526
 1284.56, 4747315
 1284.57, 4748103
 1284.58, 4748892
 1284.59, 4749681
 1284.60, 4750470
 1284.61, 4751259
 1284.62, 4752048
 1284.63, 4752837
 1284.64, 4753627
 1284.65, 4754416
 1284.66, 4755196
 1284.67, 4755985
 1284.68, 4756775
 1284.69, 4757564
 1284.70, 4758354
 1284.71, 4759144
 1284.72, 4759933
 1284.73, 4760723
 1284.74, 4761513
 1284.75, 4762303
 1284.76, 4763093
 1284.77, 4763883
 1284.78, 4764673
 1284.79, 4765454
 1284.80, 4766244
 1284.81, 4767034
 1284.82, 4767825
 1284.83, 4768615
 1284.84, 4769406
 1284.85, 4770196
 1284.86, 4770987
 1284.87, 4771778
 1284.88, 4772568
 1284.89, 4773359
 1284.90, 4774150
 1284.91, 4774931
 1284.92, 4775722
 1284.93, 4776513
 1284.94, 4777305
 1284.95, 4778096
 1284.96, 4778887
 1284.97, 4779678
 1284.98, 4780470
 1284.99, 4781261
 1285.00, 4782062
 1285.01, 4782854
 1285.02, 4783645
 1285.03, 4784437
 1285.04, 4785219
 1285.05, 4786011
 1285.06, 4786803
 1285.07, 4787595
 1285.08, 4788387
 1285.09, 4789179
 1285.10, 4789971
 1285.11, 4790764
 1285.12, 4791556
 1285.13, 4792348
 1285.14, 4793141
 1285.15, 4793933
 1285.16, 4794716
 1285.17, 4795508
 1285.18, 4796301
 1285.19, 4797094
 1285.20, 4797887
 1285.21, 4798679
 1285.22, 4799472
 1285.23, 4800265
 1285.24, 4801058
 1285.25, 4801852
 1285.26, 4802645
 1285.27, 4803438
 1285.28, 4804231
 1285.29, 4805015
 1285.30, 4805808
 1285.31, 4806602
 1285.32, 4807395
 1285.33, 4808189
 1285.34, 4808983
 1285.35, 4809776
 1285.36, 4810570
 1285.37, 4811364
 1285.38, 4812158
 1285.39, 4812952
 1285.40, 4813746
 1285.41, 4814530
 1285.42, 4815325
 1285.43, 4816119
 1285.44, 4816913
 1285.45, 4817708
 1285.46, 4818502
 1285.47, 4819296
 1285.48, 4820091
 1285.49, 4820886
 1285.50, 4821680
 1285.51, 4822475
 1285.52, 4823270
 1285.53, 4824065
 1285.54, 4824850
 1285.55, 4825645
 1285.56, 4826440
 1285.57, 4827235
 1285.58, 4828030
 1285.59, 4828826
 1285.60, 4829621
 1285.61, 4830416
 1285.62, 4831212
 1285.63, 4832007
 1285.64, 4832803
 1285.65, 4833599
 1285.66, 4834385
 1285.67, 4835180
 1285.68, 4835976
 1285.69, 4836772
 1285.70, 4837568
 1285.71, 4838364
 1285.72, 4839160
 1285.73, 4839956
 1285.74, 4840753
 1285.75, 4841549
 1285.76, 4842345
 1285.77, 4843142
 1285.78, 4843938
 1285.79, 4844725
 1285.80, 4845521
 1285.81, 4846318
 1285.82, 4847115
 1285.83, 4847912
 1285.84, 4848708
 1285.85, 4849505
 1285.86, 4850302
 1285.87, 4851099
 1285.88, 4851896
 1285.89, 4852694
 1285.90, 4853491
 1285.91, 4854278
 1285.92, 4855076
 1285.93, 4855873
 1285.94, 4856671
 1285.95, 4857468
 1285.96, 4858266
 1285.97, 4859063
 1285.98, 4859861
 1285.99, 4860659
 1286.00, 4861465
 1286.01, 4862263
 1286.02, 4863061
 1286.03, 4863859
 1286.04, 4864648
 1286.05, 4865446
 1286.06, 4866244
 1286.07, 4867042
 1286.08, 4867841
 1286.09, 4868639
 1286.10, 4869438
 1286.11, 4870236
 1286.12, 4871035
 1286.13, 4871834
 1286.14, 4872632
 1286.15, 4873431
 1286.16, 4874220
 1286.17, 4875019
 1286.18, 4875819
 1286.19, 4876618
 1286.20, 4877417
 1286.21, 4878216
 1286.22, 4879015
 1286.23, 4879815
 1286.24, 4880614
 1286.25, 4881414
 1286.26, 4882213
 1286.27, 4883013
 1286.28, 4883813
 1286.29, 4884603
 1286.30, 4885403
 1286.31, 4886202
 1286.32, 4887002
 1286.33, 4887802
 1286.34, 4888603
 1286.35, 4889403
 1286.36, 4890203
 1286.37, 4891003
 1286.38, 4891804
 1286.39, 4892604
 1286.40, 4893405
 1286.41, 4894195
 1286.42, 4894996
 1286.43, 4895797
 1286.44, 4896598
 1286.45, 4897398
 1286.46, 4898199
 1286.47, 4899000
 1286.48, 4899801
 1286.49, 4900602
 1286.50, 4901404
 1286.51, 4902205
 1286.52, 4903006
 1286.53, 4903808
 1286.54, 4904599
 1286.55, 4905401
 1286.56, 4906202
 1286.57, 4907004
 1286.58, 4907806
 1286.59, 4908607
 1286.60, 4909409
 1286.61, 4910211
 1286.62, 4911013
 1286.63, 4911815
 1286.64, 4912617
 1286.65, 4913419
 1286.66, 4914212
 1286.67, 4915014
 1286.68, 4915817
 1286.69, 4916619
 1286.70, 4917421
 1286.71, 4918224
 1286.72, 4919027
 1286.73, 4919829
 1286.74, 4920632
 1286.75, 4921435
 1286.76, 4922238
 1286.77, 4923041
 1286.78, 4923844
 1286.79, 4924637
 1286.80, 4925440
 1286.81, 4926244
 1286.82, 4927047
 1286.83, 4927850
 1286.84, 4928654
 1286.85, 4929457
 1286.86, 4930261
 1286.87, 4931064
 1286.88, 4931868
 1286.89, 4932672
 1286.90, 4933476
 1286.91, 4934270
 1286.92, 4935074
 1286.93, 4935878
 1286.94, 4936682
 1286.95, 4937486
 1286.96, 4938290
 1286.97, 4939094
 1286.98, 4939899
 1286.99, 4940703
 1287.00, 4941503
 1287.01, 4942308
 1287.02, 4943112
 1287.03, 4943917
 1287.04, 4944712
 1287.05, 4945517
 1287.06, 4946322
 1287.07, 4947127
 1287.08, 4947932
 1287.09, 4948737
 1287.10, 4949542
 1287.11, 4950347
 1287.12, 4951152
 1287.13, 4951957
 1287.14, 4952763
 1287.15, 4953568
 1287.16, 4954364
 1287.17, 4955169
 1287.18, 4955975
 1287.19, 4956781
 1287.20, 4957586
 1287.21, 4958392
 1287.22, 4959198
 1287.23, 4960004
 1287.24, 4960810
 1287.25, 4961616
 1287.26, 4962422
 1287.27, 4963228
 1287.28, 4964034
 1287.29, 4964831
 1287.30, 4965637
 1287.31, 4966443
 1287.32, 4967250
 1287.33, 4968056
 1287.34, 4968863
 1287.35, 4969670
 1287.36, 4970476
 1287.37, 4971283
 1287.38, 4972090
 1287.39, 4972897
 1287.40, 4973704
 1287.41, 4974501
 1287.42, 4975308
 1287.43, 4976115
 1287.44, 4976922
 1287.45, 4977729
 1287.46, 4978537
 1287.47, 4979344
 1287.48, 4980152
 1287.49, 4980959
 1287.50, 4981767
 1287.51, 4982574
 1287.52, 4983382
 1287.53, 4984190
 1287.54, 4984988
 1287.55, 4985795
 1287.56, 4986603
 1287.57, 4987411
 1287.58, 4988219
 1287.59, 4989027
 1287.60, 4989836
 1287.61, 4990644
 1287.62, 4991452
 1287.63, 4992261
 1287.64, 4993069
 1287.65, 4993877
 1287.66, 4994676
 1287.67, 4995485
 1287.68, 4996293
 1287.69, 4997102
 1287.70, 4997911
 1287.71, 4998720
 1287.72, 4999529
 1287.73, 5000337
 1287.74, 5001147
 1287.75, 5001956
 1287.76, 5002765
 1287.77, 5003574
 1287.78, 5004383
 1287.79, 5005183
 1287.80, 5005992
 1287.81, 5006801
 1287.82, 5007611
 1287.83, 5008421
 1287.84, 5009230
 1287.85, 5010040
 1287.86, 5010850
 1287.87, 5011659
 1287.88, 5012469
 1287.89, 5013279
 1287.90, 5014089
 1287.91, 5014889
 1287.92, 5015700
 1287.93, 5016510
 1287.94, 5017320
 1287.95, 5018130
 1287.96, 5018941
 1287.97, 5019751
 1287.98, 5020562
 1287.99, 5021372
 1288.00, 5022179
 1288.01, 5022990
 1288.02, 5023801
 1288.03, 5024611
 1288.04, 5025412
 1288.05, 5026223
 1288.06, 5027034
 1288.07, 5027845
 1288.08, 5028657
 1288.09, 5029468
 1288.10, 5030279
 1288.11, 5031090
 1288.12, 5031902
 1288.13, 5032713
 1288.14, 5033525
 1288.15, 5034336
 1288.16, 5035138
 1288.17, 5035950
 1288.18, 5036761
 1288.19, 5037573
 1288.20, 5038385
 1288.21, 5039197
 1288.22, 5040009
 1288.23, 5040821
 1288.24, 5041633
 1288.25, 5042446
 1288.26, 5043258
 1288.27, 5044070
 1288.28, 5044883
 1288.29, 5045685
 1288.30, 5046498
 1288.31, 5047310
 1288.32, 5048123
 1288.33, 5048936
 1288.34, 5049748
 1288.35, 5050561
 1288.36, 5051374
 1288.37, 5052187
 1288.38, 5053000
 1288.39, 5053813
 1288.40, 5054627
 1288.41, 5055430
 1288.42, 5056243
 1288.43, 5057057
 1288.44, 5057870
 1288.45, 5058683
 1288.46, 5059497
 1288.47, 5060311
 1288.48, 5061124
 1288.49, 5061938
 1288.50, 5062752
 1288.51, 5063566
 1288.52, 5064380
 1288.53, 5065194
 1288.54, 5065998
 1288.55, 5066812
 1288.56, 5067626
 1288.57, 5068440
 1288.58, 5069255
 1288.59, 5070069
 1288.60, 5070884
 1288.61, 5071698
 1288.62, 5072513
 1288.63, 5073327
 1288.64, 5074142
 1288.65, 5074957
 1288.66, 5075762
 1288.67, 5076577
 1288.68, 5077392
 1288.69, 5078207
 1288.70, 5079022
 1288.71, 5079837
 1288.72, 5080652
 1288.73, 5081468
 1288.74, 5082283
 1288.75, 5083098
 1288.76, 5083914
 1288.77, 5084729
 1288.78, 5085545
 1288.79, 5086351
 1288.80, 5087166
 1288.81, 5087982
 1288.82, 5088798
 1288.83, 5089614
 1288.84, 5090430
 1288.85, 5091246
 1288.86, 5092062
 1288.87, 5092878
 1288.88, 5093695
 1288.89, 5094511
 1288.90, 5095327
 1288.91, 5096134
 1288.92, 5096950
 1288.93, 5097767
 1288.94, 5098584
 1288.95, 5099400
 1288.96, 5100217
 1288.97, 5101034
 1288.98, 5101851
 1288.99, 5102668
 1289.00, 5103494
 1289.01, 5104311
 1289.02, 5105128
 1289.03, 5105946
 1289.04, 5106753
 1289.05, 5107570
 1289.06, 5108388
 1289.07, 5109205
 1289.08, 5110023
 1289.09, 5110840
 1289.10, 5111658
 1289.11, 5112476
 1289.12, 5113294
 1289.13, 5114111
 1289.14, 5114929
 1289.15, 5115747
 1289.16, 5116555
 1289.17, 5117374
 1289.18, 5118192
 1289.19, 5119010
 1289.20, 5119828
 1289.21, 5120647
 1289.22, 5121465
 1289.23, 5122284
 1289.24, 5123102
 1289.25, 5123921
 1289.26, 5124740
 1289.27, 5125558
 1289.28, 5126377
 1289.29, 5127186
 1289.30, 5128005
 1289.31, 5128824
 1289.32, 5129643
 1289.33, 5130462
 1289.34, 5131282
 1289.35, 5132101
 1289.36, 5132920
 1289.37, 5133740
 1289.38, 5134559
 1289.39, 5135379
 1289.40, 5136198
 1289.41, 5137008
 1289.42, 5137828
 1289.43, 5138647
 1289.44, 5139467
 1289.45, 5140287
 1289.46, 5141107
 1289.47, 5141927
 1289.48, 5142747
 1289.49, 5143568
 1289.50, 5144388
 1289.51, 5145208
 1289.52, 5146028
 1289.53, 5146849
 1289.54, 5147659
 1289.55, 5148480
 1289.56, 5149301
 1289.57, 5150121
 1289.58, 5150942
 1289.59, 5151763
 1289.60, 5152584
 1289.61, 5153405
 1289.62, 5154226
 1289.63, 5155047
 1289.64, 5155868
 1289.65, 5156689
 1289.66, 5157500
 1289.67, 5158322
 1289.68, 5159143
 1289.69, 5159965
 1289.70, 5160786
 1289.71, 5161608
 1289.72, 5162429
 1289.73, 5163251
 1289.74, 5164073
 1289.75, 5164895
 1289.76, 5165717
 1289.77, 5166539
 1289.78, 5167361
 1289.79, 5168173
 1289.80, 5168995
 1289.81, 5169817
 1289.82, 5170640
 1289.83, 5171462
 1289.84, 5172284
 1289.85, 5173107
 1289.86, 5173930
 1289.87, 5174752
 1289.88, 5175575
 1289.89, 5176398
 1289.90, 5177220
 1289.91, 5178033
 1289.92, 5178856
 1289.93, 5179679
 1289.94, 5180502
 1289.95, 5181326
 1289.96, 5182149
 1289.97, 5182972
 1289.98, 5183795
 1289.99, 5184619
 1290.00, 5185452
 1290.01, 5186276
 1290.02, 5187099
 1290.03, 5187923
 1290.04, 5188737
 1290.05, 5189561
 1290.06, 5190384
 1290.07, 5191208
 1290.08, 5192032
 1290.09, 5192856
 1290.10, 5193680
 1290.11, 5194505
 1290.12, 5195329
 1290.13, 5196153
 1290.14, 5196978
 1290.15, 5197802
 1290.16, 5198616
 1290.17, 5199441
 1290.18, 5200266
 1290.19, 5201090
 1290.20, 5201915
 1290.21, 5202740
 1290.22, 5203565
 1290.23, 5204390
 1290.24, 5205215
 1290.25, 5206040
 1290.26, 5206865
 1290.27, 5207690
 1290.28, 5208516
 1290.29, 5209331
 1290.30, 5210156
 1290.31, 5210982
 1290.32, 5211807
 1290.33, 5212633
 1290.34, 5213459
 1290.35, 5214284
 1290.36, 5215110
 1290.37, 5215936
 1290.38, 5216762
 1290.39, 5217588
 1290.40, 5218414
 1290.41, 5219230
 1290.42, 5220056
 1290.43, 5220882
 1290.44, 5221709
 1290.45, 5222535
 1290.46, 5223362
 1290.47, 5224188
 1290.48, 5225015
 1290.49, 5225841
 1290.50, 5226668
 1290.51, 5227495
 1290.52, 5228322
 1290.53, 5229149
 1290.54, 5229965
 1290.55, 5230792
 1290.56, 5231619
 1290.57, 5232447
 1290.58, 5233274
 1290.59, 5234101
 1290.60, 5234929
 1290.61, 5235756
 1290.62, 5236583
 1290.63, 5237411
 1290.64, 5238239
 1290.65, 5239066
 1290.66, 5239884
 1290.67, 5240712
 1290.68, 5241540
 1290.69, 5242367
 1290.70, 5243195
 1290.71, 5244024
 1290.72, 5244852
 1290.73, 5245680
 1290.74, 5246508
 1290.75, 5247336
 1290.76, 5248165
 1290.77, 5248993
 1290.78, 5249822
 1290.79, 5250640
 1290.80, 5251469
 1290.81, 5252298
 1290.82, 5253126
 1290.83, 5253955
 1290.84, 5254784
 1290.85, 5255613
 1290.86, 5256442
 1290.87, 5257271
 1290.88, 5258100
 1290.89, 5258930
 1290.90, 5259759
 1290.91, 5260578
 1290.92, 5261408
 1290.93, 5262237
 1290.94, 5263067
 1290.95, 5263896
 1290.96, 5264726
 1290.97, 5265556
 1290.98, 5266385
 1290.99, 5267215
 1291.00, 5268045



--------------------------------------------------------------------------------
